,query,museum_id,museum_name,rel
95,"unique or unusual topics like pop culture, toys, or oddities",3753,John Blue Complex,1
96,"unique or unusual topics like pop culture, toys, or oddities",1784,Shaker Museum at South Union,1
97,"unique or unusual topics like pop culture, toys, or oddities",2702,Renville County Historical Museum,1
98,"unique or unusual topics like pop culture, toys, or oddities",491,Gillette Castle State Park,1
99,"unique or unusual topics like pop culture, toys, or oddities",1542,Dorothy Pecaut Nature Center,1
100,"unique or unusual topics like pop culture, toys, or oddities",1166,Chicago Sports Museum,3
101,"unique or unusual topics like pop culture, toys, or oddities",237,Historic Washington State Park,1
102,"unique or unusual topics like pop culture, toys, or oddities",949,Weedon Island Preserve Cultural and Natural History Center,1
103,"unique or unusual topics like pop culture, toys, or oddities",83,Anchorage Museum at Rasmuson Center,1
104,"unique or unusual topics like pop culture, toys, or oddities",4526,Magnolia Plantation and Gardens,1
105,"unique or unusual topics like pop culture, toys, or oddities",2583,Brown County Museum,2
106,"unique or unusual topics like pop culture, toys, or oddities",256,Museum of Native American History,1
107,"unique or unusual topics like pop culture, toys, or oddities",2584,Bruentrup Heritage Farm,1
108,"unique or unusual topics like pop culture, toys, or oddities",726,Florida Museum of Natural History,1
109,"unique or unusual topics like pop culture, toys, or oddities",5059,Violet Bank Museum,1
110,"unique or unusual topics like pop culture, toys, or oddities",4918,Freeman Store and Museum,1
111,"unique or unusual topics like pop culture, toys, or oddities",1411,Hesston Steam Museum,2
112,"unique or unusual topics like pop culture, toys, or oddities",4888,"Christ Church (Lancaster County, Virginia)",1
113,"unique or unusual topics like pop culture, toys, or oddities",3708,Discovery Place,1
114,"unique or unusual topics like pop culture, toys, or oddities",4249,Historical Society of Berks County Museum,1
115,"unique or unusual topics like pop culture, toys, or oddities",637,Appleton Museum of Art,1
116,"unique or unusual topics like pop culture, toys, or oddities",1075,Westville,1
117,"unique or unusual topics like pop culture, toys, or oddities",5463,National Museum of Natural History,1
118,"unique or unusual topics like pop culture, toys, or oddities",4522,Landsford Canal State Park,1
119,"unique or unusual topics like pop culture, toys, or oddities",1634,C.W. Parker Carousel Museum,2
0,honorable person,1430,Indiana University Kokomo Downtown Art Gallery,1
1,honorable person,2774,Mississippi Civil Rights Museum,3
2,honorable person,4884,Chatham Manor,1
3,honorable person,4654,Guinness World Records,1
4,honorable person,3289,Villa Philmonte,1
5,honorable person,4944,Isle of Wight County Museum,1
6,honorable person,1391,Eiteljorg Museum of American Indians and Western Art,1
7,honorable person,5143,Mount St. Helens Visitor Center at Silver Lake,1
8,honorable person,3993,Kingwood Center,1
9,honorable person,1251,Laurent House,1
10,honorable person,5366,Peshtigo Fire Museum,1
11,honorable person,2338,Witch History Museum,2
12,honorable person,4713,Tennessee River Folklife Museum,1
13,honorable person,1108,Captain John Mullan Museum,1
14,honorable person,2908,Paris Gibson Square Museum of Art,1
15,honorable person,933,Tampa Bay History Center,1
16,honorable person,4127,Oklahoma State Penitentiary Museum,1
17,honorable person,4282,Marywood University Art Galleries,1
18,honorable person,2463,McGulpin Point Light,1
19,honorable person,1197,Field Museum of Natural History,2
20,honorable person,4585,Pickler Mansion,1
21,honorable person,4750,Discovery Gateway,1
22,honorable person,4304,National Canal Museum,1
23,honorable person,2353,Au Sable Light Station,1
24,honorable person,4069,Wood County Museum,1
25,honorable person,4787,Utah State Capitol,1
26,honorable person,96,Oscar Anderson House Museum,1
27,honorable person,5069,Virginia Museum of Fine Arts,1
28,honorable person,5361,Overture Center for the Arts,1
29,honorable person,1429,Indiana University Kokomo Art Gallery,1
30,honorable person,1382,David Owsley Museum of Art,1
31,honorable person,4697,Rock Castle,1
32,honorable person,4076,American Banjo Museum,1
33,honorable person,4244,Heritage Discovery Center,1
34,honorable person,1525,Bob Feller Museum,1
35,honorable person,2368,Charles H. Wright Museum of African American History,3
36,honorable person,1996,Antietam National Battlefield,2
37,honorable person,5650,Mary Baker Eddy Library,1
38,honorable person,1148,Bryant Cottage State Historic Site,1
39,honorable person,5616,Nationality Rooms,1
40,honorable person,3430,Holland Land Office Museum,1
41,honorable person,3388,Fort Stanwix National Monument,1
42,honorable person,4597,University of South Dakota Art Galleries,1
43,honorable person,2650,James J. Hill House,1
44,honorable person,3375,Empire State Aerosciences Museum,1
45,honorable person,1218,Hull House,1
46,honorable person,2179,Forbes House Museum,1
47,honorable person,783,Richard and Pat Johnson Palm Beach County History Museum,1
48,honorable person,1367,Buckley Homestead,1
49,honorable person,2970,Ponca State Park,1
50,honorable person,981,Congregation Mickve Israel,1
51,honorable person,561,Seton Gallery of the University of New Haven,1
52,honorable person,5454,National Gallery of Art,1
53,honorable person,4486,Clemson University Galleries,1
54,honorable person,1434,Indianapolis Museum of Art,1
55,honorable person,4251,Hornby School Museum,1
56,honorable person,4114,National Cowboy & Western Heritage Museum,2
57,honorable person,2233,Longfellow House–Washington's Headquarters National Historic Site,3
58,honorable person,5456,National Law Enforcement Museum,1
59,honorable person,4037,Pro Football Hall of Fame,1
60,honorable person,2081,Salisbury University Art Galleries,1
61,honorable person,5576,Oheka Castle,1
62,honorable person,1101,USS Arizona Memorial,4
63,honorable person,1466,NCAA Hall of Champions,2
64,honorable person,4650,Graceland,2
65,honorable person,1845,Magnolia Mound Plantation,1
66,honorable person,2744,American Contract Bridge League Museum,1
67,honorable person,2064,National Institutes of Health Visitor Center and Nobel Laureate Exhibit Hall,1
68,honorable person,308,Malakoff Diggins State Historic Park,1
69,honorable person,4854,"Arlington House, The Robert E. Lee Memorial",2
70,honorable person,4168,Berks History Center,1
71,honorable person,4118,Oklahoma City National Memorial,3
72,honorable person,4249,Historical Society of Berks County Museum,1
73,honorable person,5637,BSA Space,1
74,honorable person,4103,Jasmine Moran Children's Museum,1
75,honorable person,2573,Augsburg Art Galleries,1
76,honorable person,1804,Acadian Village,1
77,honorable person,690,Crystal River Archaeological State Park,1
78,honorable person,3977,Heritage Hall,1
79,honorable person,1054,Sapelo Island Visitors Center,1
80,honorable person,2939,Fort Robinson Museum,1
81,honorable person,1981,University of Southern Maine Atrium Art Gallery,1
82,honorable person,5681,Frye Art Museum,1
83,honorable person,5296,H. H. Bennett Studio,1
84,honorable person,2040,Historic St. Mary's City,1
85,honorable person,2230,Lesley University Galleries,1
86,honorable person,1602,Samuel F. Miller House and Museum,2
87,honorable person,1032,Marsh House,1
88,honorable person,4235,Hanover Area Historical Society Museum,1
89,honorable person,3410,Griffis Sculpture Park,1
90,honorable person,1145,Bradley University Galleries,1
91,honorable person,3732,Hickory Museum of Art,1
92,honorable person,3427,Historic Huguenot Street,1
93,honorable person,2952,Joslyn Art Museum,1
94,honorable person,246,Little Rock Central High School,2
95,honorable person,1378,Conner Prairie,1
96,honorable person,2281,Old Sturbridge Village,1
97,honorable person,5055,University of Virginia Galleries,1
98,honorable person,4262,Johnstown Children's Museum,1
99,honorable person,4818,Main Street Museum,1
100,honorable person,5669,USS Constitution Museum,3
101,honorable person,349,Children's Museum of Denver,1
102,honorable person,4500,Halsey Institute of Contemporary Art,1
103,honorable person,5463,National Museum of Natural History,1
104,honorable person,5432,Georgetown University Art Galleries,1
105,honorable person,149,Martin Auto Museum,1
106,honorable person,3265,National Scouting Museum,1
107,honorable person,5447,Museum of the Bible,1
108,honorable person,1980,University of Southern Maine Art Gallery,1
109,honorable person,296,Empire Mine State Historic Park,1
110,honorable person,2452,Loren Andrus Octagon House,1
111,honorable person,4980,Monticello,4
112,honorable person,3536,Old Quaker Store Museum,1
113,honorable person,5483,United States Holocaust Memorial Museum,4
114,honorable person,1427,Indiana State Museum,1
115,honorable person,4515,John Mark Verdier House,1
0,Impressionist art,873,Orlando Museum of Art,2
1,Impressionist art,178,Shemer Art Center,2
2,Impressionist art,5068,Virginia Museum of Contemporary Art,2
3,Impressionist art,2334,Williams College Museum of Art,3
4,Impressionist art,3378,Everson Museum of Art,3
5,Impressionist art,51,Mobile Museum of Art,2
6,Impressionist art,1979,University of Maine Museum of Art,2
7,Impressionist art,3318,Binghamton University Art Museum,2
8,Impressionist art,5222,Huntington Museum of Art,2
9,Impressionist art,823,Mennello Museum of American Art,2
10,Impressionist art,1997,Art Gallery at the University of Maryland,2
11,Impressionist art,554,Real Art Ways,2
12,Impressionist art,1883,Bates College Museum of Art,2
13,Impressionist art,3499,Munson-Williams-Proctor Arts Institute Museum of Art,3
14,Impressionist art,5342,Museum of Wisconsin Art,2
15,Impressionist art,1226,Intuit: The Center for Intuitive and Outsider Art,1
16,Impressionist art,3883,James Memorial Art Center,2
17,Impressionist art,4488,Columbia Museum of Art,2
18,Impressionist art,2340,Worcester Art Museum,3
19,Impressionist art,5527,High Museum of Art,4
20,Impressionist art,642,Art Center Sarasota,2
21,Impressionist art,3913,Allen Memorial Art Museum,3
22,Impressionist art,795,Lake County Museum of Art,2
23,Impressionist art,5606,Carnegie Museum of Art,4
24,Impressionist art,5419,Art Museum of the Americas,2
25,Impressionist art,3849,Weatherspoon Art Museum,2
26,Impressionist art,143,I.d.e.a. Museum,1
27,Impressionist art,2350,Anton Art Center,2
28,Impressionist art,5416,American University Museum,2
