query,museum_id,museum_name,score,rel
engineering museums,1663,Kansas Children's Discovery Center,4.592554943,1
engineering museums,1594,Putnam Museum,4.58501974,2
engineering museums,1561,Historic General Dodge House,4.512759327,1
engineering museums,371,Fiske Planetarium,4.480549848,2
engineering museums,2724,Terrace Mill,4.455414285,1
engineering museums,560,Schelfhaudt Gallery at the University of Bridgeport,4.439224652,1
engineering museums,5076,Virginia Tech Galleries,4.435263903,1
engineering museums,5545,Cradle of Aviation Museum,4.429388066,3
engineering museums,276,Aerospace Museum of California,4.416217519,5
engineering museums,5606,Carnegie Museum of Art,4.400938752,1
engineering museums,3271,New Mexico Museum of Space History,4.395971292,4
engineering museums,1326,Southern Illinois University Edwardsville ADW Gallery,4.360300303,1
engineering museums,5696,Seattle University Galleries,4.352567156,1
engineering museums,1003,Georgia Southern University Center for Art and Theatre,4.339172849,1
engineering museums,10,Aldrich Coal Mine Museum,4.310265888,4
engineering museums,2882,Watkins Woolen Mill State Park and State Historic Site,4.297062355,1
engineering museums,4222,Gallitzin Tunnels Park & Museum,4.293554328,2
engineering museums,4657,Hunter Museum of American Art,4.260511541,1
engineering museums,3641,Watervliet Arsenal Museum,4.251038528,4
engineering museums,3308,Antique Boat Museum,4.240852247,2
engineering museums,2019,Discovery Station,4.237273527,2
engineering museums,5132,Leavenworth Nutcracker Museum,4.2257133,1
engineering museums,2861,National Museum of Transportation,4.192297464,4
engineering museums,2781,Mississippi State University Galleries,4.191988831,1
engineering museums,1488,Rotary Jail Museum and Tannenbaum Cultural Center,4.176765325,1
engineering museums,88,Gold Dredge 8,4.173450889,2
engineering museums,2472,Michigan State University Bug House,4.155966072,1
engineering museums,3023,McAuliffe-Shepard Discovery Center,4.15449708,3
engineering museums,3306,Alfred Ceramic Art Museum,4.153674211,1
engineering museums,2349,Ann Arbor Hands-On Museum,4.153050863,3
engineering museums,1107,Boise State University Vertebrate Museum,4.132869666,1
engineering museums,1513,Whitewater Canal State Historic Site,4.132859813,2
engineering museums,5288,Discovery World,4.126518907,3
engineering museums,3138,Liberty Science Center,4.11599935,2
engineering museums,1931,Maine Maritime Museum,4.110800393,2
engineering museums,480,Discovery Museum and Planetarium,4.110660347,2
engineering museums,4788,Weber State University Museum of Natural Science,4.08392853,1
engineering museums,4155,Allegheny Portage Railroad National Historic Site,4.08234352,3
engineering museums,352,Colorado State University Art Galleries,4.073155884,1
engineering museums,5521,Fernbank Science Center,4.070246015,1
engineering museums,1530,Buffalo Bill Museum,4.057537214,2
engineering museums,5641,Gallery 360 at Northeastern University,4.039718475,1
engineering museums,2741,The Works,4.029557919,3
engineering museums,850,Museum of Science and Industry,4.028136819,2
engineering museums,2182,French Cable Station Museum,4.023392619,1
engineering museums,437,Wings Over the Rockies Air and Space Museum,4.019186399,4
engineering museums,1266,Mary and Leigh Block Museum of Art,3.999619362,1
engineering museums,349,Children's Museum of Denver,3.991414831,1
engineering museums,5125,Harbor History Museum,3.986793406,1
engineering museums,3586,Sciencenter,3.936520064,1
engineering museums,2400,Ferris State University Fine Art Gallery,3.9363192,1
engineering museums,586,Windham Textile and History Museum,3.933126263,1
engineering museums,2835,Jefferson Barracks Telephone Museum,3.930923783,1
engineering museums,5129,KidsQuest Children's Museum,3.92139586,1
engineering museums,484,Eli Whitney Museum,3.91283564,3
engineering museums,1145,Bradley University Galleries,3.909375375,1
engineering museums,5636,Boston University Art Galleries,3.89061437,1
engineering museums,1862,Plaquemine Lock State Historic Site,3.88375065,2
engineering museums,5335,Milwaukee Art Museum,3.839366201,1
engineering museums,2886,Archie Bray Foundation for the Ceramic Arts,3.835599368,1
engineering museums,4834,Sullivan Museum and History Center,3.826470314,1
engineering museums,253,The Momentary,3.810587734,1
engineering museums,3889,Memorial Union Gallery at North Dakota State University,3.743017527,1
engineering museums,2368,Charles H. Wright Museum of African American History,3.732168683,1
engineering museums,2818,Discovery Center of Springfield,3.732167976,1
engineering museums,2610,Edna G. Tugboat,3.726878523,1
engineering museums,2009,Chesapeake Bay Maritime Museum,3.724624581,2
engineering museums,1056,SCAD Museum of Art,3.701857792,1
engineering museums,3846,University of North Carolina at Asheville Galleries,3.698380594,1
engineering museums,4579,Minuteman Missile National Historic Site,3.649154142,1
engineering museums,2695,Phelps Mill,3.606753385,1
engineering museums,2710,Science Museum of Minnesota,3.593367627,2
engineering museums,1731,Elkhorn City Railroad Museum,3.591973361,1
engineering museums,65,Shelby Iron Works,3.582187124,2
engineering museums,663,Cade Museum for Creativity and Invention,3.577313975,1
engineering museums,2529,Steam Railroading Institute,3.573062744,4
engineering museums,1628,Big Brutus,3.572454067,1
engineering museums,1930,Maine Historical Society Museum,3.557953249,1
engineering museums,1061,Southern Museum of Civil War and Locomotive History,3.555547883,4
engineering museums,707,Edison and Ford Winter Estates,3.531827346,2
engineering museums,2658,Lake Superior Railroad Museum,3.519853756,4
engineering museums,2577,Bell Museum of Natural History,3.518796153,1
engineering museums,4078,Cherokee Heritage Center,3.498086436,1
engineering museums,38,Heart of Dixie Railroad Museum,3.479093793,3
engineering museums,4795,Ben's Mill,3.471069291,2
engineering museums,1207,Glessner House Museum,3.469674601,1
engineering museums,3093,East Point Light,3.450573183,1
engineering museums,3049,University of New Hampshire Museum,3.441356588,1
engineering museums,2280,Old Schwamb Mill,3.408088725,2
engineering museums,2560,Ypsilanti Automotive Heritage Museum,3.401476099,2
engineering museums,5349,National Railroad Museum,3.399277589,5
engineering museums,5559,Hook Windmill,3.370953426,1
engineering museums,2505,Quincy Mine,3.347887304,4
engineering museums,1670,Kansas State University Historic Costume and Textile Museum,3.304811257,1
engineering museums,1671,Kansas State University Insect Zoo,3.304811257,1
engineering museums,625,Air Force Armament Museum,3.296990706,2
engineering museums,2906,Museum of the Rockies,3.280218338,1
engineering museums,3334,Burden Iron Works,3.280028506,2
engineering museums,1987,Willowbrook Museum Village,3.260202454,1
engineering museums,966,Augusta Canal National Heritage Area Discovery Center,3.253649038,1
engineering museums,4299,Moravian Pottery and Tile Works,3.246116668,1
engineering museums,1325,Southern Illinois University Carbondale University Museum,3.234838707,1
engineering museums,1134,Art Institute of Chicago,3.194538606,1
engineering museums,577,University of Saint Joseph Art Gallery,3.192907246,1
engineering museums,2376,Copper Harbor Lighthouse,3.192907246,1
engineering museums,2576,Bally Blacksmith Shop,3.185172366,1
engineering museums,2354,Automotive Hall of Fame,3.183244498,3
engineering museums,4252,Horseshoe Curve,3.173642069,3
engineering museums,1055,Savannah-Ogeechee Canal Museum & Nature Center,3.162190958,1
engineering museums,354,Colorado Railroad Museum,3.160290801,4
engineering museums,3238,El Rancho de las Golondrinas,3.152712954,1
engineering museums,2028,Goddard Visitor Center,3.13430227,1
engineering museums,4346,Rough and Tumble Engineers Historical Association,3.12833399,4
engineering museums,3805,North Carolina Museum of Natural Sciences,3.119913948,1
engineering museums,3299,Adirondack Experience,3.11905756,2
engineering museums,5460,National Museum of the American Indian,3.118331604,1
engineering museums,2257,MIT Museum,3.102013046,2
engineering museums,297,Folsom Powerhouse State Historic Park,3.098843728,3
engineering museums,2515,Saginaw Valley State University Art Gallery,3.095803569,1
engineering museums,5451,National Building Museum,3.039080482,1
engineering museums,4194,Da Vinci Science Center,3.020968227,1
engineering museums,5224,Jackson's Mill,3.013609937,1
engineering museums,4309,Nemacolin Castle,3.01016024,1
engineering museums,1214,Hegeler Carus Mansion,2.989626777,1
engineering museums,1629,Big Well Museum,2.97272834,1
engineering museums,2527,SS City of Milwaukee,2.971048997,3
engineering museums,1433,Indianapolis Motor Speedway Museum,2.950263608,2
engineering museums,4893,Colonial National Historical Park,2.924785734,1
engineering museums,1114,Herrett Center for Arts and Science,2.910219855,1
engineering museums,4461,Slater Mill,2.907002673,2
engineering museums,5454,National Gallery of Art,2.90502371,1
engineering museums,4404,Block Island Southeast Light,2.891022874,1
